name,neighbourhood,room_type,bedrooms,bathrooms,accommodates,minimum_nights,price,availability_365,number_of_reviews,review_score,latitude,longitude,is_superhost
Cozy Bridgeport Refuge,Bridgeport,Private room,1.0,1.0,2,2,40.0,0,27,96.0,41.84303,-87.63934,1
Beautiful cozy place 3,New City,Private room,1.0,1.0,1,1,27.0,179,14,99.0,41.79457,-87.66126,0
Chic Contemporary Condo near Wrigleyville,North Center,Entire home/apt,3.0,2.0,8,3,149.0,328,26,99.0,41.95404,-87.68603,1
Luxury Studio Loft with Private Patio,West Town,Entire home/apt,1.0,1.0,5,1,70.0,67,82,97.0,41.90215,-87.66573000000002,0
PANORAMIC SKYLINE VIEWS At Your Luxury Studio Loft,West Town,Entire home/apt,1.0,1.0,5,1,71.0,63,97,98.0,41.9027,-87.66618000000003,0
I welcome you to your home away from home..,West Town,Entire home/apt,1.0,1.0,2,2,96.0,260,28,99.0,41.89814000000001,-87.6703,1
Unbeatable Vintage Lincoln Park location,Lincoln Park,Entire home/apt,2.0,1.0,4,2,86.0,0,58,100.0,41.92246,-87.64116999999997,1
Edgewater Glen Suite in Historical Home,Edgewater,Entire home/apt,1.0,1.0,2,3,127.0,43,73,99.0,41.9958,-87.66351,1
Logan Square Garden Sanctuary,Logan Square,Entire home/apt,1.0,1.0,4,2,90.0,0,46,99.0,41.91934000000001,-87.70381,1
Lincoln Park Duplex,Lincoln Park,Entire home/apt,2.0,2.0,6,30,79.0,353,15,96.0,41.91508,-87.65137,0
Beautiful Duplex in Historic Kenwood Neighborhood,Kenwood,Entire home/apt,3.0,3.0,4,1,150.0,178,20,95.0,41.813,-87.60004,0
GOATHOTE | SPACIOUS/VINTAGE STYLE 2/1APT | CHICAGO,West Town,Entire home/apt,2.0,1.0,10,1,58.0,356,55,84.0,41.89488,-87.68642,0
402- Luxuriously Modern Condo near Wrigleyville,North Center,Entire home/apt,3.0,2.0,8,3,150.0,134,27,99.0,41.95383,-87.68584,1
Spacious Vintage 3 Bedroom with Ping Pong!,Logan Square,Entire home/apt,3.0,1.0,5,30,76.0,66,57,95.0,41.9215,-87.70067,1
Nonna's house,Portage Park,Entire home/apt,2.0,1.0,5,1,70.0,262,71,95.0,41.94624,-87.75397,0
Spacious 3-BR Penthouse near Medical District,Near West Side,Entire home/apt,3.0,1.0,9,1,72.0,32,13,98.0,41.8735,-87.68635,0
Quadruple Room: Perfect for Friends,Near North Side,Hotel room,1.0,1.0,4,1,121.0,298,27,91.0,41.89204,-87.61586,0
Female Only  - 1 Bed in a Shared Bedroom,Near North Side,Hotel room,1.0,1.0,1,2,26.0,306,139,93.0,41.89176,-87.61684,0
Sparkling Clean and Sanitized Chicago Coach House,Bridgeport,Entire home/apt,2.0,1.0,4,2,44.0,38,52,97.0,41.83383,-87.65335,0
Private Room in Pilsen,Lower West Side,Private room,1.0,1.0,2,2,58.0,90,16,95.0,41.85908,-87.67090999999998,0
Hidden Gem in South Logan Square,Humboldt Park,Entire home/apt,1.0,1.0,3,1,72.0,82,51,96.0,41.9129,-87.70371,1
Cozy & Comfy in a Hidden Gem Chicago Neighborhood.,Portage Park,Entire home/apt,1.0,1.0,2,1,50.0,349,44,97.0,41.96217,-87.77662,1
Private North Park Garden Apartment,North Park,Entire home/apt,1.0,1.0,4,2,83.0,159,21,97.0,41.98468,-87.71672,1
Montecatini Terme,Near North Side,Entire home/apt,2.0,1.0,4,1,155.0,0,14,97.0,41.9065,-87.63025,0
Logan Square Single Family Home w/ Deck & Parking,Logan Square,Entire home/apt,5.0,3.0,10,1,266.0,102,54,99.0,41.91929,-87.71433,1
Expansive 5 Bed Home near Chicago's HOT West Loop,Near West Side,Entire home/apt,5.0,3.5,10,1,263.0,349,63,97.0,41.87814,-87.67941,1
Female Only - 1 bed in a Shared Bedroom,Near North Side,Hotel room,1.0,1.0,1,2,26.0,307,69,94.0,41.89184,-87.6156,0
Female Only - 1 Bed in a Shared Bedroom,Near North Side,Hotel room,1.0,1.0,1,1,26.0,307,28,95.0,41.89138,-87.62631,0
Female Only - 1 Bed in a Shared Bedroom,Near North Side,Hotel room,1.0,1.0,1,1,26.0,307,10,82.0,41.8929,-87.62798000000002,0
Cozy Quiet Flat in Edgewater Glen,Edgewater,Entire home/apt,2.0,1.0,7,2,209.0,361,15,100.0,41.9922,-87.66205,1
Walk to Hollywood Beach from a Mellow Apartment,Edgewater,Entire home/apt,1.0,1.0,6,2,47.0,80,16,91.0,41.99178,-87.6564,0
Charming 2 Bedroom Apartment in Logan Square,Logan Square,Entire home/apt,2.0,1.0,4,1,61.0,0,53,96.0,41.91928,-87.70741,1
Historic Pullman/Color Splash/Great Neighborhood,Pullman,Entire home/apt,2.0,1.0,4,2,85.0,80,27,98.0,41.68869,-87.60684,0
Bronzeville Beauty: Modern Style + Historic Charm,Douglas,Entire home/apt,1.0,1.0,4,1,79.0,177,68,99.0,41.82699,-87.61988000000002,1
Confortable size sofa-bed in Chicago apartment,Rogers Park,Shared room,1.0,1.0,1,2,19.0,365,13,92.0,41.99843,-87.66224,0
⭐Home Away From Home in Lincoln Park⭐,Lincoln Park,Private room,1.0,1.0,2,1,85.0,0,14,96.0,41.91586,-87.64683000000002,0
"Stylish Two Bed, One Bathroom",Lower West Side,Entire home/apt,2.0,1.0,4,2,115.0,0,10,94.0,41.85718,-87.67808000000002,0
Roscoe village Condo turned office space by week,North Center,Entire home/apt,2.0,1.0,6,2,75.0,360,41,95.0,41.94058,-87.68308,1
Entire Loft in Heart of Wicker Park with Parking,West Town,Entire home/apt,1.0,1.0,4,31,80.0,16,47,98.0,41.90934,-87.67553000000002,1
Oasis 1 #3334 - 4 Bedroom Condo - McCormick Place,Armour Square,Entire home/apt,4.0,2.0,16,1,239.0,365,29,98.0,41.85203,-87.63269,1
Historic luxury Townhouse  in Downtown Chicago,Near North Side,Entire home/apt,4.0,4.0,8,2,444.0,308,49,96.0,41.90136,-87.62574000000002,0
Quintessential Ukrainian Village Vintage Apartment,West Town,Entire home/apt,2.0,1.0,4,1,250.0,0,11,96.0,41.89826,-87.68184000000002,1
Updated Vintage Wrigleyville Triplex - Sleeps 18!,Lake View,Entire home/apt,9.0,3.0,16,3,777.0,346,26,97.0,41.95179,-87.64726,1
Hotel Perks - Private Bedroom | Private Bathroom,Near North Side,Hotel room,1.0,1.0,2,1,74.0,307,32,92.0,41.89335,-87.62640999999998,0
MONTHLY DISCOUNT #5 2bd/2ba +GYM Downtown,Near South Side,Entire home/apt,2.0,2.0,7,2,68.0,0,53,97.0,41.85382,-87.62528,0
3 Bdrm - Modern Vibe in a Classic Chicago Two-flat,Irving Park,Entire home/apt,3.0,1.0,4,3,140.0,115,33,98.0,41.95762,-87.70781,1
Boutique Guest House in Logan Square w/ King Bed,Logan Square,Entire home/apt,1.0,1.0,4,2,64.0,125,95,99.0,41.92805,-87.69474,1
Charming Edgewater/Andersonville Garden 1 bdrm.,Edgewater,Entire home/apt,1.0,1.0,3,2,84.0,291,87,100.0,41.98722,-87.66856,1
"Hip Apartment Steps to the ""L"" & Division Street",West Town,Entire home/apt,2.0,1.5,6,200,82.0,0,41,96.0,41.90263,-87.66672,1
Bohemian House Near Downtown Chicago,South Lawndale,Entire home/apt,2.0,1.0,6,2,70.0,261,20,84.0,41.85266,-87.69693000000002,0
WF Home Sweet Home Room 2A,Bridgeport,Entire home/apt,1.0,1.0,2,2,66.0,87,19,99.0,41.83656,-87.64499,1
2BR Centrally Located in Cozy Hip Logan Square,Logan Square,Entire home/apt,2.0,1.0,4,2,107.0,333,41,99.0,41.92149000000001,-87.70494000000002,1
Andersonville area close to shops and restaurants!,Lincoln Square,Private room,1.0,1.0,2,1,45.0,174,45,96.0,41.97704,-87.675,1
2bed/1bath Lincoln Park Gem with Rooftop.,Lincoln Park,Entire home/apt,2.0,1.0,4,7,210.0,80,12,97.0,41.9125,-87.65156999999998,0
Cozy Spacious Condo Sleeps 6,East Garfield Park,Entire home/apt,2.0,1.0,6,2,87.0,176,66,97.0,41.88563,-87.70512,1
✦Bold & Charming 3BR Designer Roscoe Village Apt✦,North Center,Entire home/apt,3.0,1.0,6,1,146.0,49,46,98.0,41.94257,-87.67928,1
Comfy River West Apt with Free Gated Parking,West Town,Entire home/apt,2.0,1.0,4,2,120.0,0,45,100.0,41.89186,-87.64497,1
Private 1 Bedroom Apt (Near Hyde Park),South Shore,Entire home/apt,1.0,1.0,4,2,67.0,170,30,95.0,41.76103,-87.58639000000002,1
Bungalow 92 Suite with Offbeat Touches in Prime Logan Square,Logan Square,Entire home/apt,1.0,1.0,4,1,102.0,0,32,98.0,41.92221,-87.70147,1
Massive Old Town home steps to Wells St & Beach,Near North Side,Entire home/apt,8.0,4.0,16,1,492.0,325,26,95.0,41.90919,-87.63765,1
Tropical Five Bed // Back Patio in Wicker Park,West Town,Entire home/apt,5.0,2.0,16,30,803.0,288,25,100.0,41.90973,-87.67383000000002,0
"Lakefront condo: Safe, secure & clean",South Shore,Private room,1.0,1.0,1,1,30.0,0,20,94.0,41.75834,-87.55641999999997,0
Cozy queen bedroom in little Italy/UIC w parking,Near West Side,Private room,1.0,1.0,2,2,45.0,125,20,97.0,41.87085,-87.66383,1
Queen bedroom with free Parking (little Italy/UIC),Near West Side,Private room,1.0,1.0,2,2,43.0,158,20,100.0,41.87166,-87.66414,1
Spacious 2BR on Quiet St - Free Park/Late Checkout,Near West Side,Entire home/apt,2.0,1.0,4,2,117.0,94,37,100.0,41.86945,-87.66141,1
Charming Chicago Historic Beverly Retreat,Beverly,Entire home/apt,2.0,1.0,4,2,125.0,81,26,100.0,41.69975,-87.67097,1
Cannabis Condo,South Shore,Entire home/apt,3.0,1.0,8,2,200.0,169,38,97.0,41.75343,-87.55083,1
Steps away from Wrigley Field!!,Lake View,Entire home/apt,2.0,1.0,6,2,100.0,193,31,100.0,41.94551,-87.66272,1
Walk Everywhere - 10 Minutes to Magnificent Mile,Lake View,Entire home/apt,4.0,2.0,8,4,269.0,259,20,96.0,41.95149,-87.64921,0
Charming House in Lakeview - 1895. Walk to Wrigley,Lake View,Entire home/apt,3.0,1.5,8,7,345.0,51,22,96.0,41.94455,-87.67143,1
My Bungalow,Albany Park,Entire home/apt,2.0,1.0,4,3,100.0,321,14,94.0,41.96452,-87.73357,0
"Private, Charming Converted Hotel Apartment",Lake View,Entire home/apt,1.0,1.0,2,2,65.0,0,31,94.0,41.93373,-87.64363,0
A Spacious 4BR Apt - Close to DePaul and Transit!,Lincoln Park,Entire home/apt,4.0,2.0,8,2,290.0,150,14,93.0,41.92748,-87.64737,0
Cozy Tri-Taylor Garden Flat/5 min to Medical Dist,Near West Side,Entire home/apt,2.0,1.0,4,2,264.0,0,18,99.0,41.87203,-87.68526,1
Cozy Loft (no smoking allowed) Sleeps 2 to 6,Mckinley Park,Entire home/apt,2.0,1.0,6,1,79.0,85,71,93.0,41.82373,-87.67163000000002,0
5 MINUTE WALK TO WRIGLEY FIELD - PARKING INCLUDED,Lake View,Entire home/apt,3.0,2.0,12,2,355.0,0,13,89.0,41.94502,-87.65951,0
Gold Coast apt w/blcny - walk to everything!,Near North Side,Entire home/apt,1.0,2.0,4,2,200.0,0,13,100.0,41.90562,-87.62961999999997,0
Walk to it all in Pilsen,Lower West Side,Entire home/apt,2.0,1.0,4,2,94.0,19,34,96.0,41.85712,-87.66362,0
Nice and clean 3,Humboldt Park,Private room,1.0,1.0,1,1,39.0,365,17,94.0,41.91102,-87.71249,0
Charming and quite 2nd Floor Apartment in Logan Sq,Avondale,Entire home/apt,1.0,1.0,4,1,85.0,364,23,98.0,41.93564,-87.69711,1
Chicago Newly Remodeled Apartment for 5 Guests.,Albany Park,Entire home/apt,2.0,1.0,5,7,89.0,57,17,100.0,41.9732,-87.72564,1
Modern Private Room with Private Bathroom,Norwood Park,Private room,1.0,1.0,2,3,50.0,39,22,99.0,41.99084000000001,-87.78356,1
Beautiful cozy place 1,New City,Private room,1.0,1.0,1,1,29.0,234,12,98.0,41.79544,-87.66096999999998,0
Spacious in-law Apt: 15 min to O'Hare and Downtown,Norwood Park,Entire home/apt,1.0,1.0,2,1,59.0,104,95,97.0,41.98965,-87.78814,1
"Cozy Room near Downtown,Mccormick,Sox & Museums.",Bridgeport,Private room,1.0,1.0,1,2,30.0,233,26,90.0,41.83987,-87.65811,0
Fully-Appointed Home in Andersonville- Must See!,Uptown,Entire home/apt,1.0,1.0,4,2,112.0,0,37,98.0,41.97438,-87.66292,1
Lakeview Escape - Classic & Contemporary Chicago,Lake View,Entire home/apt,1.0,1.0,4,2,75.0,77,29,95.0,41.9379,-87.65658,0
"Immaculate, Private 1br apt Loyola & Northwestern!",Rogers Park,Entire home/apt,1.0,1.0,4,1,95.0,246,51,99.0,42.00719,-87.66426,1
"Perfect 2 Bedroom in Wrigley, steps to the stadium",Lake View,Entire home/apt,2.0,1.0,6,1,78.0,323,52,98.0,41.94524000000001,-87.65535,1
Logan Square Nook - 2BR just steps from Blue  Line,Avondale,Entire home/apt,2.0,1.0,5,5,81.0,81,31,99.0,41.93376,-87.70846,1
2B/1ba 10 min drive to Wicker Park & Logan Square,Humboldt Park,Entire home/apt,2.0,1.0,5,2,89.0,168,21,95.0,41.90792,-87.72454,0
Charming Logan Square Home w/ Private Backyard,Logan Square,Entire home/apt,2.0,1.5,5,1,167.0,0,18,100.0,41.92011,-87.70028,1
Cozy 2 bdrm near McCormick Place & Wintrust Arena,Grand Boulevard,Entire home/apt,2.0,1.0,6,2,85.0,0,31,100.0,41.82198,-87.61265,1
Winchester Flats,West Town,Entire home/apt,2.0,1.0,4,4,125.0,81,23,99.0,41.89648,-87.67557,1
Classic Chicago bungalow,Dunning,Private room,1.0,1.5,2,1,35.0,0,94,97.0,41.94835,-87.80118,1
"Fantastic area, cozy bedroom in Andersonville",Edgewater,Private room,1.0,1.0,2,1,45.0,0,31,97.0,41.97676,-87.67277,1
"The Chicago 2bd 2ba Lincoln Park, Chicago",Lincoln Park,Entire home/apt,2.0,2.0,7,2,124.0,92,23,99.0,41.92276,-87.63928,1
Restoring Chicago Speakeasy of the 1920s Room 2A,Near North Side,Private room,1.0,1.0,3,1,80.0,344,108,95.0,41.88934,-87.63009,1
Peaceful with inside  parking.  1st FL. 2bdr,South Lawndale,Entire home/apt,2.0,1.0,4,3,120.0,153,37,91.0,41.8504,-87.70437,0
Home away from Home,Avalon Park,Entire home/apt,2.0,1.0,5,3,65.0,0,18,96.0,41.73931,-87.57843000000003,0
Across from Douglas Park w/King Bed and Work Space,North Lawndale,Entire home/apt,1.0,1.0,2,4,40.0,0,27,90.0,41.85597,-87.69995,0
Chicago Amazing Logan Square Comfy Clean Space 4br,Logan Square,Entire home/apt,4.0,2.0,10,2,225.0,273,60,98.0,41.92404000000001,-87.70435,1
Gorgeous & trendy renovated 2 bedroom in Old Town,Lincoln Park,Entire home/apt,2.0,1.0,4,2,96.0,296,24,93.0,41.91467,-87.64157,0
Super clean and family-friendly 3-bdrm entire apt,Logan Square,Entire home/apt,3.0,1.0,7,2,87.0,163,65,99.0,41.92319000000001,-87.72209000000002,1
"3B/2.5BA Premium Luxury Penthouse | Breathtaking Views, Indoor Pool, & Gym by ENVITAE | PAID IN/OUT PARKING IN BLDG",Loop,Entire home/apt,3.0,2.5,8,3,248.0,75,24,93.0,41.88436,-87.61644,0
"UChicago, Lake, Sci Museum | Gym + W&D | Zencity",Hyde Park,Entire home/apt,1.0,1.0,3,1,40.0,193,50,92.0,41.79451,-87.58375,0
"UChicago, Lake, Sci Museum | Gym + W&D | Zencity",Hyde Park,Entire home/apt,1.0,1.0,3,1,41.0,187,55,95.0,41.79271,-87.58553,0
"UChicago, Lake, Sci Museum | Gym + W&D | Zencity",Kenwood,Entire home/apt,2.0,1.0,5,1,42.0,144,66,92.0,41.80296,-87.58516,0
2 bdrm apartment in quiet south side neighborhood,Roseland,Entire home/apt,2.0,1.0,4,2,80.0,193,31,96.0,41.68605,-87.64039,0
Cozy Coach House,West Town,Entire home/apt,1.0,1.0,4,2,95.0,89,23,96.0,41.90509,-87.67996,1
Spacious Sedgwick Condo - Steps to Old Town,Near North Side,Entire home/apt,4.0,2.0,11,1,198.0,301,27,100.0,41.9087,-87.63920999999998,1
"Cute, Cozy and Elegant Lincoln Square Free Parking",Lincoln Square,Entire home/apt,1.0,1.0,2,4,100.0,89,29,93.0,41.97237,-87.68697,0
Comfortable room#1 near Midway 20mins to downtown,Garfield Ridge,Private room,1.0,1.0,2,1,26.0,180,34,89.0,41.81363,-87.74114,0
Stylish Penthouse Loft in Tri-Taylor,Near West Side,Entire home/apt,2.0,2.0,4,2,80.0,0,26,100.0,41.87485,-87.68596,1
Comfortable room#2 near Midway 20mins to downtown,Garfield Ridge,Private room,1.0,1.0,2,1,30.0,0,34,91.0,41.81297,-87.7414,0
Fulton Market Industrial Modern Designer Loft,Near West Side,Entire home/apt,2.0,1.5,8,1,256.0,79,29,99.0,41.88512,-87.65355,1
East Garfield Park new remodeled sharp 1 bedroom,East Garfield Park,Entire home/apt,1.0,1.0,3,2,96.0,299,60,98.0,41.88246,-87.6942,1
Lincoln Park / Old Town Triangle 1 bedrm Apartment,Lincoln Park,Entire home/apt,1.0,1.0,4,2,124.0,89,12,85.0,41.91527,-87.63539,0
4 Bedrooms Family Retreat near McCormick,Bridgeport,Entire home/apt,4.0,3.5,14,2,361.0,349,16,90.0,41.84035,-87.66271,0
Ruby's Roscoe Retreat,Lake View,Entire home/apt,1.0,1.0,3,3,111.0,0,18,100.0,41.94482,-87.67233,1
Chicago Midway Charming Retreat,Garfield Ridge,Entire home/apt,2.0,1.0,6,2,59.0,106,43,94.0,41.7961,-87.75408,0
"Work Or Visiting Place To Stay, O'Hare/Rosemont...",Norwood Park,Entire home/apt,1.0,1.0,4,1,59.0,251,123,95.0,41.97374,-87.80637,0
"✵King Bed Suite✵ w/Skyline, Gym, Roof and Grocery!",Logan Square,Entire home/apt,1.0,1.0,3,1,149.0,56,69,97.0,41.92439,-87.69834,1
Goose and Fox Hostel Lincoln Park South,Logan Square,Private room,1.0,1.0,2,1,50.0,89,19,91.0,41.91752,-87.69476999999998,0
Private Room in Beautiful Logan Square Apartment,Logan Square,Private room,1.0,1.0,4,1,95.0,89,21,98.0,41.91706,-87.7108,0
Unique Photo Studio and Home in Wicker Park,West Town,Entire home/apt,1.0,1.5,2,2,175.0,0,25,100.0,41.90025,-87.66776,1
Chicago Trendy Logan Square Super Clean Space 3br,Logan Square,Entire home/apt,3.0,1.0,10,2,180.0,241,42,98.0,41.92404000000001,-87.70435,1
Wilton House,Lake View,Entire home/apt,3.0,2.5,7,2,200.0,232,34,95.0,41.94753,-87.65369,0
CHICAGO - 4 Bedroom House - Ideal for Groups!,Dunning,Entire home/apt,4.0,2.0,10,2,220.0,0,47,99.0,41.94218,-87.80292,1
"Wicker Park 3 bedroom w/ parking, up to 11 guests",West Town,Entire home/apt,3.0,2.0,11,2,120.0,358,57,95.0,41.9066,-87.67014,0
唐人街2房2床1卫,Bridgeport,Entire home/apt,2.0,1.5,4,3,95.0,90,21,93.0,41.84379000000001,-87.63927,0
Cozy 2BD House in the Heart of Little Village,South Lawndale,Entire home/apt,2.0,1.0,4,2,71.0,50,33,95.0,41.84286,-87.71504,1
"Staypineapple Chicago, Deluxe King",Loop,Private room,1.0,1.0,2,1,119.0,151,148,95.0,41.88309,-87.62832,1
Convenient 2BR Bridgeport Apt#2F Close to Downtown,Bridgeport,Entire home/apt,2.0,1.0,5,3,115.0,65,38,99.0,41.83475,-87.64823,1
"Staypineapple Chicago, Deluxe Queen",Loop,Private room,1.0,1.0,2,1,109.0,153,29,96.0,41.88368,-87.62926,1
"Staypineapple Chicago, Millennium Park King Suite",Loop,Private room,1.0,1.0,4,1,189.0,145,25,98.0,41.88417000000001,-87.62857,1
GOATHOTE | BRIGHT/COZY/HIP 2/1 APT |  LOGAN SQUARE,Logan Square,Entire home/apt,2.0,1.0,6,1,76.0,355,43,95.0,41.91889000000001,-87.70415,0
⭐|Stylish|Comfy|Lincoln Sq.| 2BR |✨|Near Wrigley|⭐,Lincoln Square,Entire home/apt,2.0,1.0,4,2,61.0,64,72,98.0,41.96537,-87.6867,0
Chicago Style Suite!,South Lawndale,Entire home/apt,1.0,1.0,2,2,66.0,89,53,95.0,41.83843,-87.71035,0
"Master Bedroom near IIT, McCormick PL, free parkin",Douglas,Private room,1.0,1.0,2,2,49.0,90,29,92.0,41.83301,-87.62003,0
Sunny spacious space in Roscoe Village,North Center,Entire home/apt,1.0,1.0,4,2,80.0,0,20,99.0,41.94643,-87.68274,0
Private space in beautiful 1905 Irving Park home,Irving Park,Private room,2.0,2.0,4,1,45.0,0,16,98.0,41.95835,-87.71970999999998,0
"Spacious house 4BR/2.5BH, 10 min DTWN *W/Garage",West Town,Private room,5.0,2.5,10,2,321.0,0,27,97.0,41.90261,-87.69288,1
221 Room 5 - A Private Room in Heart of Chinatown,Armour Square,Private room,1.0,1.0,1,1,30.0,0,23,83.0,41.85159,-87.63186999999998,0
Enjoy Beautiful Chicago vía Hermosa,Belmont Cragin,Entire home/apt,1.0,1.0,3,1,50.0,168,32,99.0,41.92813,-87.74338,1
Wicker Park House w Garage & Hot Tub Best Location,West Town,Entire home/apt,3.0,3.0,5,3,236.0,90,12,83.0,41.90368,-87.67845,0
"3B/3BA Luxury Penthouse w/ Sweeping Views, Pool & Gym by ENVITAE",Near North Side,Entire home/apt,3.0,3.0,8,3,212.0,74,12,95.0,41.89264,-87.61587,0
203 Queen bed access private room Neflix TV,Edgewater,Private room,1.0,1.0,2,1,35.0,31,17,91.0,41.98451,-87.67116,0
Premiere Downtown Location! River Walk & Mag Mile,Loop,Entire home/apt,1.0,1.0,4,14,131.0,32,20,97.0,41.88739,-87.62704000000002,0
The Epicurean Experience,Portage Park,Entire home/apt,5.0,4.0,12,3,529.0,356,30,99.0,41.94426,-87.75074000000002,1
Modern,Lower West Side,Entire home/apt,2.0,1.0,3,1,80.0,65,59,99.0,41.85753,-87.65658,1
♥Wicker Park🏠LARGE 1300SF🌞WiFi AC🚝SS DW W/D,Logan Square,Entire home/apt,1.0,1.0,7,1,88.0,365,39,94.0,41.91591,-87.68495,0
3C Confortable room Neflix TV great location,Edgewater,Private room,1.0,1.0,2,1,39.0,310,18,83.0,41.98488,-87.67317,0
"Congress Plaza Hotel, Standard King Room",Loop,Private room,1.0,1.0,2,1,94.0,365,39,88.0,41.86935,-87.62436,0
"5min to Wrigley, Aragon | Quiet Workdesk | Zencity",Lincoln Square,Entire home/apt,1.0,1.0,3,1,42.0,161,66,87.0,41.96281,-87.677,0
"5min to Wrigley, Aragon | Quiet w/ View | Zencity",Lincoln Square,Entire home/apt,1.0,1.0,3,1,42.0,186,57,89.0,41.96379,-87.67718,0
"Clean quiet room, near lake, redline, downtown.",Rogers Park,Private room,1.0,1.0,2,1,43.0,73,51,96.0,42.01734,-87.66768,1
Bucktown Home w/ Free Garage Parking for 2 Cars!,West Town,Entire home/apt,3.0,1.5,6,1,136.0,219,28,96.0,41.91138,-87.68545999999998,1
Steps from Mag Mile - King Bed Boutique Hotel,Loop,Hotel room,1.0,1.0,2,1,9999.0,199,32,96.0,41.88732,-87.62463000000002,0
Steps from Mag Mile - 2 Queen Beds Boutique Hotel,Loop,Hotel room,1.0,1.0,2,1,9999.0,194,22,92.0,41.88741,-87.62512,0
Historic huge 3 Bdrm Apt w/Parking,Uptown,Entire home/apt,3.0,1.0,6,2,99.0,127,44,99.0,41.96551,-87.66530999999998,1
"UChicago, Shops + Eats, Lake | Gym + W&D | Zencity",Hyde Park,Entire home/apt,2.0,1.0,5,1,47.0,92,51,87.0,41.80039,-87.58285,0
Colorful Floral Oasis🌸,Humboldt Park,Entire home/apt,3.0,2.0,8,2,214.0,48,53,98.0,41.90189,-87.71070999999998,1
Large 2BR2BA by Millenium Park & State St Shopping,Loop,Entire home/apt,2.0,2.0,8,3,275.0,351,27,99.0,41.88306,-87.62576999999997,1
"Spacious, Modern 2BR Near U of C- Feels Like Home",Woodlawn,Entire home/apt,2.0,1.0,6,2,61.0,153,75,98.0,41.77967,-87.60639,1
Edgewater Arts & Crafts Retreat,Edgewater,Private room,1.0,1.5,2,1,33.0,61,49,99.0,41.98707,-87.66086999999997,0
Comfy 1 BDR Apartment in the Heart of Chicago!,Near North Side,Entire home/apt,1.0,1.0,2,14,174.0,177,15,99.0,41.89456,-87.62793,1
"Cozy Irving Park Retreat, near Blue Line Montrose",Irving Park,Entire home/apt,2.0,1.0,5,2,63.0,76,13,97.0,41.96154,-87.73366,1
Beautiful spacious one bedroom condo,Kenwood,Entire home/apt,1.0,1.0,4,2,171.0,179,12,100.0,41.80503,-87.60557,0
Cutest 2BR in Logan with Free Parking & Garden,Logan Square,Entire home/apt,2.0,1.0,6,1,79.0,207,52,98.0,41.92142,-87.71833000000002,1
Stylish- Safe- Clean and where U want 2 B!,Edgewater,Entire home/apt,3.0,1.0,6,1,238.0,357,11,100.0,41.99774,-87.66756,1
2 bedroom apartment near train line and bus lines.,South Lawndale,Entire home/apt,2.0,1.0,8,1,56.0,359,39,97.0,41.84537,-87.69718,1
Sunny and Funky Logan Square Garden Apartment,Logan Square,Entire home/apt,1.0,1.0,2,3,71.0,86,50,98.0,41.91954000000001,-87.7188,1
"The Blue Room: Queer Host, Dog, Biker friendly!",Albany Park,Private room,1.0,1.0,1,2,22.0,19,12,100.0,41.97228,-87.72032,1
"The Lincoln 2b 2ba Lincoln Park, Chicago",Lincoln Park,Entire home/apt,2.0,2.0,6,1,169.0,49,29,100.0,41.92276,-87.63928,1
"Beautiful Luxury Loft in Fulton Market, Sleeps 12",Near West Side,Entire home/apt,2.0,2.0,12,2,291.0,318,30,98.0,41.88753,-87.65223,1
"Spectacular Corner 3BR Loft In Fulton Market, Newly Renovated",Near West Side,Entire home/apt,3.0,2.0,12,2,197.0,329,51,95.0,41.8876,-87.65288000000002,1
