name,neighbourhood,room_type,bedrooms,bathrooms,accommodates,minimum_nights,price,availability_365,number_of_reviews,review_score,latitude,longitude,is_superhost
Vintage and Sunny Babe on Belden,Logan Square,Entire home/apt,1.0,1.0,3,2,95.0,364,38,96.0,41.92368,-87.72346999999998,1
3 br/2 ba w/ Building Laundry by IL Med District,Near West Side,Entire home/apt,3.0,2.0,6,1,92.0,324,64,96.0,41.87685,-87.67841,1
3 bed/2 bath || Fun & Funky Andersonville Retreat,Edgewater,Entire home/apt,3.0,2.0,5,2,155.0,16,50,99.0,41.98517,-87.66792,1
🥇🔝private home Ukrainian Village best place 2 B!,West Town,Entire home/apt,3.0,2.0,8,2,149.0,86,38,98.0,41.89505,-87.67584000000002,0
"Charming, Spacious 3BR Lakeview Apt Near Transit",Lake View,Entire home/apt,3.0,1.0,5,2,100.0,259,113,99.0,41.95696,-87.67345999999998,1
Artsy Skyline Pad: McCormick+UIC+ChinaTown Pilsen,Near West Side,Entire home/apt,1.0,1.0,4,2,102.0,162,82,98.0,41.86302,-87.64636,1
"Little Farm in the City of Chicago, the Green Room",Austin,Private room,1.0,1.5,3,1,60.0,263,71,99.0,41.88911,-87.77011999999998,1
Big Discounts for March! Warm+Cozy Wicker Park Apt,West Town,Entire home/apt,3.0,1.0,8,1,64.0,0,134,98.0,41.91109,-87.6672,1
Restoring Chicago Speakeasy from the 1920s Room 1B,Near North Side,Private room,1.0,1.0,2,1,80.0,311,177,97.0,41.88907,-87.63036,1
Best of Avondale/ 2 bedroom off Addison Blue Line,Avondale,Entire home/apt,2.0,1.0,4,2,89.0,63,60,97.0,41.94514,-87.7215,1
MODERNIZED Old Town/Lincoln Park LOFT (+parking),Lincoln Park,Entire home/apt,1.0,1.0,4,2,78.0,75,79,96.0,41.91328,-87.64811999999998,1
Newly rehabbed! 2BR with Vintage Charm,North Center,Entire home/apt,2.0,1.0,5,1,72.0,340,81,99.0,41.96142,-87.67827,1
Spaulding Oasis on 4 lots In Humboldt Park!,Humboldt Park,Entire home/apt,2.0,1.0,6,2,115.0,140,57,96.0,41.89032,-87.7098,1
Newest space in the area!,Mckinley Park,Entire home/apt,1.0,1.0,2,1,80.0,1,52,97.0,41.8341,-87.66864,0
"Private Bath - On Blue Line/Highway, Irving Park",Irving Park,Private room,1.0,1.0,1,9,35.0,89,26,98.0,41.94703,-87.71551,1
Cozy Avondale apt right by Belmont blue line stop,Avondale,Entire home/apt,1.0,1.0,4,2,71.0,139,44,93.0,41.93973,-87.71726,1
Sleep4-DePaul-LincPark-Parking        (19),Lincoln Park,Entire home/apt,2.0,1.0,4,2,79.0,0,24,92.0,41.91692000000001,-87.65308,1
Condo close to wicker park/Ukranian village,West Town,Entire home/apt,2.0,1.0,6,3,77.0,34,74,93.0,41.89728,-87.6909,0
King’s Kid Quarters,Austin,Private room,1.0,3.0,1,5,22.0,349,13,91.0,41.8844,-87.76543000000002,0
Newly rehabbed!! 4BR Duplex near the Blue Line,Logan Square,Entire home/apt,4.0,2.0,10,1,137.0,334,52,96.0,41.91569000000001,-87.69369,0
Deluxe King at The Wheelhouse Hotel,Lake View,Hotel room,1.0,1.0,2,1,103.0,4,12,95.0,41.94648,-87.65394,0
"Huge, Pet Friendly East Albany Park Apartment",Albany Park,Entire home/apt,2.0,1.0,4,3,99.0,170,65,98.0,41.96454,-87.70673000000002,1
Trees in the park,Kenwood,Entire home/apt,3.0,1.0,5,2,150.0,174,41,96.0,41.80375,-87.59121,0
Huge Victorian!-- Southern Charm!-- United Center!,Near West Side,Entire home/apt,4.0,3.5,8,2,256.0,358,16,94.0,41.87942,-87.68315,0
COZY 4KTVS MIN'S FROM MCCORMICK PL SOLDIER FIELD,Bridgeport,Entire home/apt,1.0,1.0,4,2,55.0,346,39,99.0,41.83536,-87.65784000000002,1
Garden oasis on 4 private lots humboldt park,Humboldt Park,Entire home/apt,2.0,1.0,6,2,115.0,140,44,94.0,41.89083,-87.70770999999998,1
Great Location Studio in the Gold Coast!!,Near North Side,Entire home/apt,1.0,1.0,2,1,59.0,174,147,97.0,41.90167,-87.63056999999998,1
Gorgeous spacious home near downtown,West Town,Entire home/apt,4.0,4.5,10,2,1049.0,351,20,99.0,41.89335,-87.65355,1
"New rehab 2 bdrm LOGAN SQ. Laundry, free parking",Logan Square,Entire home/apt,2.0,1.0,5,2,99.0,89,26,100.0,41.92067,-87.71228,1
Southport Inn - 2BR Upscale Condo Close to Train,Lake View,Entire home/apt,2.0,2.0,6,1,413.0,118,62,98.0,41.94018,-87.66538,1
Sweet Chicago 2BR Home,Avondale,Entire home/apt,2.0,1.0,5,1,160.0,0,23,97.0,41.93447000000001,-87.72251,0
Cozy Basement In-Law Unit,Austin,Entire home/apt,1.0,1.0,2,1,60.0,230,13,95.0,41.9162,-87.79414,1
Jean's House—Restored Historic Andersonville Craftsman,Edgewater,Entire home/apt,2.0,1.0,4,3,125.0,117,34,100.0,41.98599,-87.6716,1
Stylish Zen Bungalow,Roseland,Private room,2.0,2.0,5,1,150.0,0,12,100.0,41.70956,-87.61605,1
Charming 2BR Apartment Prime Location!,Avondale,Entire home/apt,2.0,1.0,6,2,66.0,346,40,97.0,41.93777,-87.71845,1
GOATHOTE | FUN / BRIGHT / CUBS APT | NEAR WRIGLEY!,Lake View,Entire home/apt,2.0,1.0,6,1,64.0,0,92,97.0,41.93708,-87.65955,0
"Sanitized Bedroom by Downtown, Train; Rooftop Deck",West Town,Private room,1.0,2.0,5,1,41.0,0,71,98.0,41.89702,-87.65526,1
Chicago 1bdr Valentines special February!,Near West Side,Private room,1.0,1.0,2,1,37.0,82,72,97.0,41.87364,-87.6649,1
Allerton Queen Room,Near North Side,Private room,1.0,1.0,2,1,80.0,316,38,92.0,41.89492,-87.62489000000002,0
"Lovely Updated 2BR Apartment, ""L"" Nearby",East Garfield Park,Entire home/apt,2.0,1.0,4,5,89.0,39,15,100.0,41.88442,-87.70303,1
Convenient Modern 2b-Close to Train•Food•Parking!!,Lower West Side,Entire home/apt,2.0,1.0,5,1,79.0,71,119,99.0,41.85694,-87.67701,1
Clean cozy safe FREE STREET PARKING OLD IRVINGPARK,Irving Park,Entire home/apt,2.0,1.0,5,2,85.0,173,48,97.0,41.95714,-87.72021,0
"XL Penthouse""The Harper"" Free Champagne this Feb.",Near West Side,Entire home/apt,3.0,2.5,6,2,725.0,216,10,90.0,41.88739,-87.64647,0
Mapletree Suites 2BR+2BA | Chicago West Loop,Near West Side,Entire home/apt,2.0,2.0,6,12,110.0,110,51,100.0,41.87798,-87.65929,1
Spacious South Downtown Timber Loft 3ba/1ba (+gym),Near South Side,Entire home/apt,3.0,1.0,8,2,71.0,36,76,95.0,41.85366,-87.62295,0
Luxe Contemporary 3bd/2ba Condo near Wrigleyville,North Center,Entire home/apt,3.0,2.0,8,3,149.0,350,38,99.0,41.95377,-87.68581,1
Superb Location @TheLoop steps #MillenniumPark ✭,Loop,Entire home/apt,1.0,1.0,3,1,113.0,262,53,97.0,41.88562,-87.62467,1
"Haute, Comfortable 3bd/2ba Condo near Wrigleyville",North Center,Entire home/apt,3.0,2.0,8,3,142.0,334,26,98.0,41.95377,-87.68581,1
Logan square apartment,Logan Square,Entire home/apt,3.0,1.0,6,1,100.0,360,48,92.0,41.91652,-87.69911,0
McFetridge House - Beautiful Private Space #2,Rogers Park,Private room,1.0,1.0,2,3,58.0,0,11,98.0,42.01294,-87.6721,1
Ultra Funkie Hippie themed Chicago,Lincoln Park,Entire home/apt,1.0,1.5,8,2,239.0,169,15,99.0,41.92809000000001,-87.66405,0
NEW! Modern Sunny 1BR at The Best Location,Near South Side,Entire home/apt,1.0,1.0,4,1,89.0,8,41,93.0,41.86713,-87.62607,0
Logan Square Recently Renovated 1 Bedroom,Avondale,Entire home/apt,1.0,1.0,3,2,70.0,8,65,98.0,41.93315,-87.72206,0
"Industrial Studio Loft Overlooking the Iconic ""L"" Tracks",Near South Side,Entire home/apt,1.0,1.0,5,2,99.0,0,41,98.0,41.85988,-87.62585,1
"Steps to Shops, Eats | Easy Access + W&D | Zencity",West Town,Entire home/apt,3.0,1.0,7,1,48.0,192,84,93.0,41.90221,-87.68218,0
唐人街3房3床。新装修、新电器用品、旺中带静，免费停车，近超市，酒吧，歺馆。,Bridgeport,Entire home/apt,3.0,1.0,6,3,98.0,169,60,90.0,41.84229000000001,-87.63798,0
Inviting Stylish Home with Covered Patio,Uptown,Entire home/apt,1.0,1.0,4,2,63.0,57,113,95.0,41.97413,-87.66458,0
Crisp River West 3BR with Parking!,West Town,Entire home/apt,3.0,2.0,8,2,140.0,0,45,98.0,41.89149000000001,-87.65905,0
"Fantastic 1 bedroom apartment, WIFI, parking, cozy",Lower West Side,Entire home/apt,1.0,1.0,6,1,49.0,343,75,86.0,41.85393,-87.67363,0
LUXE*  TOWN HOUSE DUPLEX MIN FROM DOWNTOWN CHICAGO,West Garfield Park,Entire home/apt,4.0,2.0,16,3,275.0,365,16,93.0,41.88447,-87.73239000000002,0
5min walk to Wrigley Townhouse + Attached Garage!,Lake View,Entire home/apt,2.0,2.0,8,2,148.0,153,65,98.0,41.9446,-87.65824,1
Lakeview Cozy Bedroom/Near Train,Lake View,Private room,1.0,1.0,2,2,75.0,0,20,96.0,41.93821,-87.66322,0
Cozy Depaul/Wrigley Garden Condo  +FREE Parking!,Lincoln Park,Entire home/apt,2.0,1.0,6,1,165.0,238,104,94.0,41.92698,-87.65978,0
Heart of Downtown 2BR - Millennium Park II,Loop,Entire home/apt,2.0,2.0,5,1,94.0,0,60,96.0,41.886,-87.62637,0
Designer 3BR Luxury Penthouse in Heart of Fulton Market,Near West Side,Entire home/apt,3.0,2.0,12,2,174.0,320,53,94.0,41.88608,-87.65276,1
MAG MILE Private Bed/Bath in a LUX 2BR/2BA Apt,Near North Side,Private room,1.0,1.0,2,2,49.0,173,71,98.0,41.90043,-87.6202,1
Private 2 Bedroom Retreat,Logan Square,Entire home/apt,2.0,1.0,5,3,80.0,60,73,99.0,41.92549,-87.68884,1
Wrigley Field/Lakeview -Entire Home- Large Groups!,Lake View,Entire home/apt,3.0,3.0,16,2,400.0,311,36,100.0,41.93326,-87.65528,0
"Fully furnished , handicap accessible apartment.",Hegewisch,Entire home/apt,2.0,1.0,5,1,75.0,151,74,99.0,41.65301,-87.54884,1
Hotel Perks - Private Bedroom | Private Bathroom,Near North Side,Hotel room,1.0,1.0,2,4,74.0,300,14,89.0,41.8923,-87.62734,0
Artsy Luxurious Apartment in a great location!,Near North Side,Entire home/apt,2.0,2.0,5,1,110.0,34,32,99.0,41.90847,-87.6377,1
Calming Edgewater Glen Sanctuary,Rogers Park,Entire home/apt,2.0,1.0,6,2,80.0,52,111,100.0,41.99818,-87.6676,0
MARVELOUS MAG MILE 2BD/2BA  (+Rooftop),Near North Side,Entire home/apt,2.0,2.0,6,2,163.0,54,19,100.0,41.90048,-87.61978,1
Walkable Location/Fast Wifi/Near Parks & Dining,Lincoln Park,Entire home/apt,1.0,1.0,3,2,106.0,272,125,98.0,41.91615,-87.63605,1
LUX Mag Mile 2/2 w/ Lake VIEWS!! (+Rooftop),Near North Side,Entire home/apt,2.0,2.0,8,2,153.0,37,123,97.0,41.90053,-87.62044,1
Newly renovated apartment close to O'Hare/Rosemont,Ohare,Entire home/apt,1.0,2.0,2,1,70.0,0,12,98.0,41.97779,-87.8443,1
Downtown / Loop 2BR Condo - Magnificent Mile II,Loop,Entire home/apt,2.0,2.5,5,1,97.0,0,58,93.0,41.88525,-87.62559,0
唐人街2房2床，近超市，酒吧，歺厅。,Bridgeport,Entire home/apt,2.0,1.0,5,2,91.0,137,40,85.0,41.84393,-87.63908,0
Entire apartment 2Br close to Downtown Chicago.,Archer Heights,Entire home/apt,2.0,1.0,4,3,55.0,0,37,97.0,41.81239,-87.72705,1
Quiet 2bedroom spot amongst the hipsters,Avondale,Entire home/apt,2.0,1.5,6,1,88.0,0,30,93.0,41.9375,-87.71176,0
Stylish Home Near Wrigley Field,Lake View,Entire home/apt,4.0,1.0,8,1,88.0,319,104,97.0,41.95534,-87.66685,0
"Truly Comfy, Elegant Home w/ Garage by Wrigley/CTA",Lake View,Entire home/apt,3.0,2.0,10,1,90.0,333,62,96.0,41.95412,-87.6665,0
4 Bedroom Home - Free Parking - Tree lined street,New City,Entire home/apt,4.0,1.0,12,25,45.0,31,26,90.0,41.80083,-87.64441,0
Lovely Lincoln Square Apt Nestled on Chicago River,Lincoln Square,Entire home/apt,2.0,1.0,4,2,99.0,0,21,99.0,41.96826,-87.69917,1
GROUP LUX in Gold Coast FULL FLOOR 4bd/4ba+Parking,Near North Side,Entire home/apt,4.0,4.0,14,2,365.0,134,15,99.0,41.90099,-87.61998,1
"XL Penthouse""The Harper"" FREE Champagne this FEB.",Near West Side,Entire home/apt,3.0,2.5,6,2,725.0,216,27,100.0,41.88800000000001,-87.64723000000002,0
LUX Mag Mile 2/2 Gold Coast Gem (+Parking/Rooftop),Near North Side,Entire home/apt,2.0,2.0,8,2,140.0,57,101,98.0,41.89935,-87.61972,1
Cozy Cottage Room,Armour Square,Private room,1.0,3.0,2,1,49.0,355,35,98.0,41.85123,-87.63875,1
Spinnaker - 4 Bedroom Italianate Penthouse OldTown,Near North Side,Entire home/apt,4.0,1.0,10,2,386.0,0,21,98.0,41.91076,-87.64046,0
Safest Area in Brewery District close to Wrigley#1,Lake View,Entire home/apt,2.0,1.0,6,2,119.0,362,38,96.0,41.95504,-87.67353,1
Dream Basement on Belmont Cragin,Belmont Cragin,Entire home/apt,1.0,1.0,4,2,65.0,0,36,96.0,41.92797,-87.75328,1
"*Luxe* Lofty Apartment, Min From Downtown Chicago*",West Garfield Park,Entire home/apt,2.0,1.0,7,14,190.0,360,14,83.0,41.88285,-87.73351,0
Logan Square 2br Condo with Private Garage!,Logan Square,Entire home/apt,2.0,1.0,4,2,186.0,0,30,97.0,41.92592,-87.69585,0
"Private, safe, clean one bedroom with projector",Douglas,Entire home/apt,1.0,1.0,2,1,120.0,355,21,98.0,41.83755,-87.61839,1
Private Loft located near McCormick/Soldier Field,Douglas,Entire home/apt,2.0,2.0,7,2,151.0,361,64,94.0,41.83081,-87.62082,0
Luxury in Lincoln Square! 4BR Home with Patio,Lincoln Square,Entire home/apt,4.0,3.5,8,1,299.0,97,31,99.0,41.97044,-87.6819,1
芝加哥，Chicago Chinatown UIC  McCormik,Mckinley Park,Entire home/apt,2.0,1.0,4,2,75.0,177,57,95.0,41.83122,-87.66948000000002,0
King 1BR -  Balcony with River and City Views!!!,Near North Side,Entire home/apt,1.0,1.0,3,2,198.0,0,78,98.0,41.88793,-87.63322,1
Chic Penthouse Corner 3BR Loft In Fulton Market,Near West Side,Entire home/apt,3.0,2.0,12,2,210.0,324,77,97.0,41.88763,-87.6507,1
"Spectacular Fulton Market Penthouse, Sleeps 24 in Style",Near West Side,Entire home/apt,6.0,4.0,16,2,374.0,310,26,95.0,41.8874,-87.65093,1
Cannabis Chicago Upscale Flr 2 Near Hyde Park Lake,South Shore,Entire home/apt,4.0,2.0,10,2,194.0,352,37,93.0,41.77251,-87.58454,0
minutes from downtown chicago,East Garfield Park,Entire home/apt,3.0,3.5,4,3,200.0,89,16,98.0,41.87872,-87.6947,0
HUGE |Near DT|United Center-McCormick-W/PARKING 🥇,Lower West Side,Entire home/apt,3.0,2.0,9,2,87.0,68,108,96.0,41.85505,-87.67817,1
Heart of Lakeview One Bedroom Apt.,Lake View,Entire home/apt,1.0,1.0,2,2,167.0,0,25,99.0,41.9332,-87.64288,0
Cozy Summer Room In An Awesome Space,West Town,Private room,1.0,2.0,2,2,100.0,89,16,98.0,41.90673,-87.68986,0
Brand New 3-Bedroom Luxury Apartment w/ 2 Baths!,Uptown,Entire home/apt,3.0,2.0,6,1,240.0,177,94,96.0,41.96754,-87.67102,0
Spacious 3BR Bridgeport Apt#1 Close to Downtown,Bridgeport,Entire home/apt,3.0,1.0,7,3,118.0,126,74,99.0,41.83274,-87.6496,1
"Gorgeous Loft in the Loop, steps from the Lake",Greater Grand Crossing,Private room,1.0,1.0,2,2,165.0,90,13,98.0,41.77485,-87.62325,0
"Heart Of Wicker Park, Spacious, High Ceilings",West Town,Entire home/apt,1.0,1.0,4,3,145.0,0,13,94.0,41.908,-87.67354,0
NEW! Spacious 1BR loft in the Heart of Chicago!,Near South Side,Entire home/apt,1.0,1.0,5,2,220.0,270,56,96.0,41.86079,-87.6279,1
Perfect 4 long term Ultra Sophisticated large room,Albany Park,Private room,1.0,1.0,2,3,35.0,153,15,88.0,41.96827,-87.72264,1
Stone Mansion Sleeps 10-20     Free parking & TV,Lake View,Entire home/apt,5.0,2.0,16,2,238.0,279,33,99.0,41.93924000000001,-87.64225,1
Bright & Lofty Bucktown 1BR,Logan Square,Entire home/apt,1.0,1.0,3,1,78.0,345,88,98.0,41.92146,-87.68677,1
One Of A Kind Luxe Logan Square Home 8BR/5.5BA/PK!,Logan Square,Entire home/apt,8.0,5.5,16,3,1482.0,166,13,100.0,41.91744,-87.71392,1
A beautiful new cozy 1bed Chicago Garden flat/unit,Logan Square,Entire home/apt,1.0,1.0,4,2,130.0,364,62,96.0,41.91968,-87.71208,0
Department West Town Chicago,West Town,Entire home/apt,1.0,1.0,2,2,78.0,19,44,97.0,41.89789,-87.66185,1
Urban Coach Casa * parking * 10 min to downtown,South Lawndale,Entire home/apt,1.0,1.0,4,2,70.0,272,25,92.0,41.85497,-87.69827,0
Garfield Park Escape,East Garfield Park,Entire home/apt,4.0,1.0,10,1,100.0,178,58,87.0,41.88727,-87.72081,0
Artsy Logan Square 2BR with Private Entrance!,Logan Square,Entire home/apt,3.0,1.0,4,1,50.0,341,60,91.0,41.9238,-87.7054,0
"Perfect 4 Cubs, Pride, Concerts w Private Entrance",Lake View,Private room,1.0,1.0,2,1,80.0,0,21,100.0,41.94577,-87.65155,1
Lux Logan Square 3 Bed-2 1/2 Bath House w/Rooftop,Logan Square,Entire home/apt,3.0,2.5,9,4,390.0,0,60,100.0,41.9291,-87.69233,1
唐人街古典，3室3床1卫,Bridgeport,Entire home/apt,3.0,1.0,6,2,98.0,284,46,93.0,41.84322,-87.63913000000002,0
Beach House Chicago With Terrace Backing on to Lake Michigan,Rogers Park,Entire home/apt,2.0,2.0,6,1,179.0,160,43,99.0,42.01957,-87.66426,1
Oasis 2 #3 - 5 bedroom Penthouse - McCormick Place,Armour Square,Entire home/apt,5.0,2.0,16,1,253.0,354,44,99.0,41.85087,-87.63184,1
The Cozy | 1bd Timber Loft | CDC Clean!,Near South Side,Entire home/apt,1.0,1.0,5,2,74.0,32,70,95.0,41.85366,-87.6232,0
"Spacious & Stylish 2BR Apt, Steps from The Bean",Loop,Entire home/apt,2.0,2.0,8,1,117.0,251,123,93.0,41.88306,-87.62576999999997,0
Oasis 3 #5C - 3 Bedroom Condo - McCormick Place,Armour Square,Entire home/apt,3.0,2.0,9,1,137.0,202,14,87.0,41.85718,-87.63190999999998,1
Stylish & Spacious Wicker Park Airbnb!,West Town,Entire home/apt,3.0,1.0,3,7,150.0,80,24,99.0,41.91045,-87.68398,1
"Serene, peaceful place with lush garden.",Irving Park,Private room,1.0,1.0,2,2,38.0,260,38,96.0,41.96067,-87.72379000000002,1
"Beautiful,stylish and spacious garden apartment",Norwood Park,Entire home/apt,1.0,1.0,2,2,79.0,22,28,99.0,41.98048,-87.79091,1
Cozy and Comfy entire apartment for you!,Garfield Ridge,Entire home/apt,3.0,1.0,6,1,99.0,47,19,99.0,41.79267,-87.7921,1
Oasis 3 #3C - 3 Bedroom Condo - McCormick Place,Armour Square,Entire home/apt,3.0,2.0,9,1,137.0,328,33,97.0,41.85667,-87.63396999999998,1
Oasis 3 #3B - 3 Bedroom Condo - McCormick Place,Armour Square,Entire home/apt,3.0,2.0,9,1,137.0,343,47,100.0,41.85633,-87.63325999999998,1
Oasis 3 #3A - 3 Bedroom Condo - McCormick Place,Near South Side,Entire home/apt,3.0,2.0,9,1,137.0,357,40,98.0,41.85829,-87.63354,1
Oasis 3 #1C - 3 Bedroom Condo - McCormick Place,Near South Side,Entire home/apt,3.0,2.0,9,1,137.0,362,35,99.0,41.85798,-87.6322,1
Oasis 3 #1B - 3 Bedroom Condo - McCormick Place,Armour Square,Entire home/apt,3.0,2.0,9,1,216.0,362,37,97.0,41.85648,-87.63391,1
Heart of Pilsen,Lower West Side,Entire home/apt,3.0,1.0,5,2,121.0,109,52,94.0,41.85705,-87.66444,0
Luxury Condo stone's throw from Wrigley,Lake View,Private room,1.0,1.0,2,1,113.0,0,15,97.0,41.94616,-87.65508,0
Bright Renovated••Food•Art-Close to Train•Parking!,Lower West Side,Entire home/apt,2.0,1.0,5,1,79.0,84,105,98.0,41.85694,-87.67701,1
Green room + Sleeparea 1 - 6@ South Shore Bungalow,South Shore,Private room,1.0,1.0,6,3,24.0,355,16,95.0,41.76449,-87.57195,0
Cozy Garden 1 Bedroom Apartment,Austin,Entire home/apt,1.0,1.0,3,1,39.0,180,36,88.0,41.91114,-87.7795,0
Oasis 1 #3132 - 4 Bedroom Condo - McCormick Place,Armour Square,Entire home/apt,4.0,2.0,14,1,231.0,364,12,100.0,41.85135,-87.63335,1
G. MANSION SHARED COED ROOM NOT PRIVATE Low Bunk,Calumet Heights,Shared room,1.0,4.0,1,3,15.0,0,24,94.0,41.72866,-87.57878000000002,0
Oasis 4 #1S - 4 Bedroom Condo - McCormick Place,Armour Square,Entire home/apt,4.0,1.5,11,1,226.0,324,28,99.0,41.84597,-87.63427,1
Gamers Getaway 20 minutes from downtown,Pullman,Entire home/apt,3.0,2.0,8,2,143.0,347,51,99.0,41.72085,-87.59405,1
Entire Attic bright airy  with Terrace,Montclare,Private room,1.0,1.0,2,3,77.0,180,14,99.0,41.93407,-87.79094,1
Underwater BunkBed room for4,Near West Side,Private room,1.0,1.0,4,2,89.0,362,25,98.0,41.86504,-87.65511,0
"Wonderful Wicker Park 1 Bedroom, Walk To The Train",West Town,Entire home/apt,1.0,1.0,4,1,79.0,362,49,88.0,41.90438,-87.67211,0
Cozy retreat in Roscoe Village,North Center,Private room,1.0,1.5,2,1,85.0,365,10,98.0,41.93866,-87.67351,1
Lincoln Park Home Away from Home near DePaul Univ,Lincoln Park,Entire home/apt,3.0,1.0,9,2,125.0,0,18,100.0,41.92532,-87.66846,1
**Cozy Loft in SOUTH LOOP Walk to McCormick,Near South Side,Entire home/apt,1.0,1.0,2,2,47.0,0,69,95.0,41.85349,-87.62527,0
Bucktown Private GEM - a 3BR Modern Oasis,Logan Square,Entire home/apt,3.0,2.5,11,2,129.0,64,87,94.0,41.92585,-87.67656,0
Convenient & Relaxing 2BR / 1 BA in Pilsen,Lower West Side,Entire home/apt,2.0,1.0,4,1,72.0,346,64,98.0,41.85416,-87.67281,1
Brand New Renovated One Bed- Your Private Paradise,Lake View,Entire home/apt,1.0,1.0,4,2,93.0,78,76,98.0,41.94048,-87.64721999999998,1
Lashleys Oasis on Gladys,Austin,Entire home/apt,3.0,1.0,6,1,97.0,49,23,97.0,41.8762,-87.74989000000002,1
Lillians Place,West Town,Entire home/apt,2.0,1.0,6,2,146.0,365,21,95.0,41.89055,-87.66854000000002,0
SUPERB Old Twn/Lincoln Park Bright LOFT (+parking),Lincoln Park,Entire home/apt,1.0,1.0,4,2,72.0,73,73,97.0,41.91473,-87.64841,1
Warm & Comforting 4BR/2BA in Andersonville,Edgewater,Entire home/apt,4.0,2.0,8,1,107.0,320,41,100.0,41.97716,-87.66428,1
"Modern Renovated Condo, 3BED,2BATH Mins To Wrigley",Irving Park,Entire home/apt,3.0,2.0,6,5,128.0,223,36,99.0,41.9552,-87.69861999999998,0
3BR/1BA near UChicago & Metra(♥)DTWN McCormickPl,South Shore,Entire home/apt,3.0,1.0,6,2,64.0,294,35,95.0,41.76238,-87.58636,1
1BR Lakeview Condo - with a lake view!,Lake View,Private room,1.0,1.0,2,2,79.0,177,11,100.0,41.94397,-87.64106,0
"Pet friendly, entire apt in hot Humboldt Park!",Humboldt Park,Entire home/apt,2.0,1.0,4,1,72.0,89,17,91.0,41.90909,-87.71189,0
"Bright 3 bed, 2 bath apt. w/ laundry 8min downtown",Near West Side,Entire home/apt,3.0,2.0,6,1,91.0,330,59,96.0,41.87841,-87.67958,1
Shared space south shore Bungalo.,South Shore,Shared room,1.0,1.0,1,3,16.0,313,12,82.0,41.76273,-87.57203,0
Relaxing 2 Bedroom Designer Condo,West Town,Entire home/apt,2.0,1.0,6,1,91.0,332,45,95.0,41.90544000000001,-87.68757,1
COACH HOUSE in WRIGLEYVILLE,Lake View,Entire home/apt,4.0,2.0,15,2,1400.0,45,24,90.0,41.95497,-87.6675,0
7 STAR THE MALIA OASIS #1 ....2BR/2BA,Washington Park,Entire home/apt,2.0,2.0,7,15,156.0,0,23,99.0,41.78662,-87.61663,1
Carol’s Guesthouse (1st Floor),Greater Grand Crossing,Entire home/apt,2.0,1.0,4,3,65.0,315,31,99.0,41.75129,-87.61856999999998,1
Sunny 2BR Apartment - 1 minute walk to Brown Line!,Albany Park,Entire home/apt,2.0,1.0,5,1,124.0,170,104,96.0,41.96672,-87.70684,1
North Center Coach House,North Center,Entire home/apt,1.0,1.0,2,2,100.0,46,32,98.0,41.95737,-87.68026,1
"Comfy Escape Near Midway, Free Parking!",Ashburn,Private room,1.0,1.0,2,1,35.0,0,77,91.0,41.7465,-87.73565,0
Cute and Cozy Bronzeville Garden Apartment,Grand Boulevard,Entire home/apt,3.0,2.0,5,3,175.0,180,10,96.0,41.81814,-87.618,1
"Bright, new 2BR in the heart of East Lakeview",Lake View,Entire home/apt,2.0,1.0,5,2,185.0,25,21,99.0,41.94018,-87.64666,0
Blackbeard Wheat Room,Humboldt Park,Private room,1.0,2.0,4,1,35.0,355,80,91.0,41.89034,-87.71902,0
Comfortable Bronzeville Brownstone Apartment,Grand Boulevard,Private room,1.0,1.0,2,1,34.0,0,46,93.0,41.81259,-87.62546,0
Heart of Lincoln Square,Lincoln Square,Entire home/apt,2.0,1.0,6,7,191.0,0,13,98.0,41.9677,-87.68111999999998,0
Lincoln Park/Boystown One-bedroom by Lakeshore Dr.,Lake View,Entire home/apt,1.0,1.0,4,1,52.0,27,88,87.0,41.94949,-87.64471,0
"Newly renovated, Family/Kid Friendly, near Wrigley",North Center,Entire home/apt,4.0,1.5,8,2,181.0,169,17,100.0,41.95174,-87.68587,1
Beautiful Private Garden Apt in Chicago's Logan Sq,Logan Square,Entire home/apt,1.0,1.0,2,2,55.0,0,45,98.0,41.93037,-87.69722,1
Charming & Peaceful Old Town Retreat,Lincoln Park,Entire home/apt,1.0,1.0,4,2,80.0,245,27,96.0,41.91349,-87.64159000000002,0
Simple and Cozy Logan Square Garden Apt.,Avondale,Entire home/apt,1.0,1.0,2,1,45.0,0,43,94.0,41.93205,-87.72116,0
"Excellent location , cozy place 2",West Englewood,Private room,1.0,1.0,1,1,28.0,180,17,92.0,41.79385,-87.6601,0
Private Lincoln Park Condo with 2 Parking Spots,Lincoln Park,Entire home/apt,2.0,1.0,6,2,156.0,127,43,100.0,41.92147,-87.65427,1
Historic Old Town One Bedroom Garden Unit,Lincoln Park,Entire home/apt,1.0,1.0,2,4,95.0,103,23,92.0,41.91163,-87.63856,1
Trendy Wicker Park Loft with Parking!,West Town,Entire home/apt,3.0,2.0,6,2,68.0,207,50,100.0,41.91145,-87.66839,1
Upscale Renovated Home IIT/McCormick-Free Parking!,Douglas,Private room,3.0,2.5,8,2,165.0,178,20,99.0,41.82754,-87.61934000000002,0
"Close to O’Hare airport,train,shopping mall,Casino",Ohare,Entire home/apt,2.0,1.5,6,1,85.0,365,27,85.0,41.97309,-87.84193,0
